sno,SrNo,vno,Ayah,words,en,wc,Place
62,5181,5,مثل الذين حملوا التوراة ثم لم يحملوها كمثل الحمار يحمل أسفارا بئس مثل القوم الذين كذبوا بآيات الله والله لا يهدي القوم الظالمين,23,"The similitude of those who were charged with the (obligations of the) Mosaic Law, but who subsequently failed in those (obligations), is that of a donkey which carries huge tomes (but understands them not). Evil is the similitude of people who falsify the Signs of Allah: and Allah guides not people who do wrong.",23,Medinan
62,5182,6,قل يا أيها الذين هادوا إن زعمتم أنكم أولياء لله من دون الناس فتمنوا الموت إن كنتم صادقين,18,"Say: ""O ye that stand on Judaism! If ye think that ye are friends to Allah, to the exclusion of (other) men, then express your desire for Death, if ye are truthful!""",18,Medinan
62,5183,7,ولا يتمنونه أبدا بما قدمت أيديهم والله عليم بالظالمين,9,"But never will they express their desire (for Death), because of the (deeds) their hands have sent on before them! and Allah knows well those that do wrong!",9,Medinan
62,5184,8,قل إن الموت الذي تفرون منه فإنه ملاقيكم ثم تردون إلى عالم الغيب والشهادة فينبئكم بما كنتم تعملون,18,"Say: ""The Death from which ye flee will truly overtake you: then will ye be sent back to the Knower of things secret and open: and He will tell you (the truth of) the things that ye did!""",18,Medinan
62,5185,9,يا أيها الذين آمنوا إذا نودي للصلاة من يوم الجمعة فاسعوا إلى ذكر الله وذروا البيع ذلكم خير لكم إن كنتم تعلمون,22,"O ye who believe! When the call is proclaimed to prayer on Friday (the Day of Assembly), hasten earnestly to the Remembrance of Allah, and leave off business (and traffic): That is best for you if ye but knew!",22,Medinan
62,5186,10,فإذا قضيت الصلاة فانتشروا في الأرض وابتغوا من فضل الله واذكروا الله كثيرا لعلكم تفلحون,15,"And when the Prayer is finished, then may ye disperse through the land, and seek of the Bounty of Allah: and celebrate the Praises of Allah often (and without stint): that ye may prosper.",15,Medinan
62,5187,11,وإذا رأوا تجارة أو لهوا انفضوا إليها وتركوك قائما قل ما عند الله خير من اللهو ومن التجارة والله خير الرازقين,21,"But when they see some bargain or some amusement, they disperse headlong to it, and leave thee standing. Say: ""The (blessing) from the Presence of Allah is better than any amusement or bargain! and Allah is the Best to provide (for all needs).""",21,Medinan
63,5188,1,بسم الله الرحمن الرحيم إذا جاءك المنافقون قالوا نشهد إنك لرسول الله والله يعلم إنك لرسوله والله يشهد إن المنافقين لكاذبون,21,"When the Hypocrites come to thee, they say, ""We bear witness that thou art indeed the Messenger of Allah."" Yea, Allah knoweth that thou art indeed His Messenger, and Allah beareth witness that the Hypocrites are indeed liars.",17,Medinan
63,5189,2,اتخذوا أيمانهم جنة فصدوا عن سبيل الله إنهم ساء ما كانوا يعملون,12,They have made their oaths a screen (for their misdeeds): thus they obstruct (men) from the Path of Allah: truly evil are their deeds.,12,Medinan
63,5190,3,ذلك بأنهم آمنوا ثم كفروا فطبع على قلوبهم فهم لا يفقهون,11,"That is because they believed, then they rejected Faith: So a seal was set on their hearts: therefore they understand not.",11,Medinan
63,5191,4,وإذا رأيتهم تعجبك أجسامهم وإن يقولوا تسمع لقولهم كأنهم خشب مسندة يحسبون كل صيحة عليهم هم العدو فاحذرهم قاتلهم الله أنى يؤفكون,22,"When thou lookest at them, their exteriors please thee; and when they speak, thou listenest to their words. They are as (worthless as hollow) pieces of timber propped up, (unable to stand on their own). They think that every cry is against them. They are the enemies; so beware of them. The curse of Allah be on them! How are they deluded (away from the Truth)!",22,Medinan
63,5192,5,وإذا قيل لهم تعالوا يستغفر لكم رسول الله لووا رءوسهم ورأيتهم يصدون وهم مستكبرون,14,"And when it is said to them, ""Come, the Messenger of Allah will pray for your forgiveness"", they turn aside their heads, and thou wouldst see them turning away their faces in arrogance.",14,Medinan
63,5193,6,سواء عليهم أستغفرت لهم أم لم تستغفر لهم لن يغفر الله لهم إن الله لا يهدي القوم الفاسقين,18,It is equal to them whether thou pray for their forgiveness or not. Allah will not forgive them. Truly Allah guides not rebellious transgressors.,18,Medinan
63,5194,7,هم الذين يقولون لا تنفقوا على من عند رسول الله حتى ينفضوا ولله خزائن السماوات والأرض ولكن المنافقين لا يفقهون,20,"They are the ones who say, ""Spend nothing on those who are with Allah's Messenger, to the end that they may disperse (and quit Medina)."" But to Allah belong the treasures of the heavens and the earth; but the Hypocrites understand not.",20,Medinan
63,5195,8,يقولون لئن رجعنا إلى المدينة ليخرجن الأعز منها الأذل ولله العزة ولرسوله وللمؤمنين ولكن المنافقين لا يعلمون,17,"They say, ""If we return to Medina, surely the more honourable (element) will expel therefrom the meaner."" But honour belongs to Allah and His Messenger, and to the Believers; but the Hypocrites know not.",17,Medinan
63,5196,9,يا أيها الذين آمنوا لا تلهكم أموالكم ولا أولادكم عن ذكر الله ومن يفعل ذلك فأولئك هم الخاسرون,18,"O ye who believe! Let not your riches or your children divert you from the remembrance of Allah. If any act thus, the loss is their own.",18,Medinan
63,5197,10,وأنفقوا من ما رزقناكم من قبل أن يأتي أحدكم الموت فيقول رب لولا أخرتني إلى أجل قريب فأصدق وأكن من الصالحين,21,"and spend something (in charity) out of the substance which We have bestowed on you, before Death should come to any of you and he should say, ""O my Lord! why didst Thou not give me respite for a little while? I should then have given (largely) in charity, and I should have been one of the doers of good"".",21,Medinan
63,5198,11,ولن يؤخر الله نفسا إذا جاء أجلها والله خبير بما تعملون,11,But to no soul will Allah grant respite when the time appointed (for it) has come; and Allah is well acquainted with (all) that ye do.,11,Medinan
64,5199,1,بسم الله الرحمن الرحيم يسبح لله ما في السماوات وما في الأرض له الملك وله الحمد وهو على كل شيء قدير,21,"Whatever is in the heavens and on earth, doth declare the Praises and Glory of Allah: to Him belongs dominion, and to Him belongs praise: and He has power over all things.",17,Medinan
64,5200,2,هو الذي خلقكم فمنكم كافر ومنكم مؤمن والله بما تعملون بصير,11,"It is He Who has created you; and of you are some that are Unbelievers, and some that are Believers: and Allah sees well all that ye do.",11,Medinan
64,5201,3,خلق السماوات والأرض بالحق وصوركم فأحسن صوركم وإليه المصير,9,"He has created the heavens and the earth in just proportions, and has given you shape, and made your shapes beautiful: and to Him is the final Goal.",9,Medinan
64,5202,4,يعلم ما في السماوات والأرض ويعلم ما تسرون وما تعلنون والله عليم بذات الصدور,14,"He knows what is in the heavens and on earth; and He knows what ye conceal and what ye reveal: yea, Allah knows well the (secrets) of (all) hearts.",14,Medinan
64,5203,5,ألم يأتكم نبأ الذين كفروا من قبل فذاقوا وبال أمرهم ولهم عذاب أليم,13,"Has not the story reached you, of those who rejected Faith aforetime? So they tasted the evil result of their conduct; and they had a grievous Penalty.",13,Medinan
64,5204,6,ذلك بأنه كانت تأتيهم رسلهم بالبينات فقالوا أبشر يهدوننا فكفروا وتولوا واستغنى الله والله غني حميد,16,"That was because there came to them messengers with Clear Signs, but they said: ""Shall (mere) human beings direct us?"" So they rejected (the Message) and turned away. But Allah can do without (them): and Allah is free of all needs, worthy of all praise.",16,Medinan
64,5205,7,زعم الذين كفروا أن لن يبعثوا قل بلى وربي لتبعثن ثم لتنبؤن بما عملتم وذلك على الله يسير,18,"The Unbelievers think that they will not be raised up (for Judgment). Say: ""Yea, By my Lord, Ye shall surely be raised up: then shall ye be told (the truth) of all that ye did. And that is easy for Allah.""",18,Medinan
64,5206,8,فآمنوا بالله ورسوله والنور الذي أنزلنا والله بما تعملون خبير,10,"Believe, therefore, in Allah and His Messenger, and in the Light which we have sent down. And Allah is well acquainted with all that ye do.",10,Medinan
64,5207,9,يوم يجمعكم ليوم الجمع ذلك يوم التغابن ومن يؤمن بالله ويعمل صالحا يكفر عنه سيئاته ويدخله جنات تجري من تحتها الأنهار خالدين فيها أبدا ذلك الفوز العظيم,27,"The Day that He assembles you (all) for a Day of Assembly,- that will be a Day of mutual loss and gain (among you), and those who believe in Allah and work righteousness,- He will remove from them their ills, and He will admit them to Gardens beneath which Rivers flow, to dwell therein for ever: that will be the Supreme Achievement.",27,Medinan
64,5208,10,والذين كفروا وكذبوا بآياتنا أولئك أصحاب النار خالدين فيها وبئس المصير,11,"But those who reject Faith and treat Our Signs as falsehoods, they will be Companions of the Fire, to dwell therein for aye: and evil is that Goal.",11,Medinan
64,5209,11,ما أصاب من مصيبة إلا بإذن الله ومن يؤمن بالله يهد قلبه والله بكل شيء عليم,16,"No kind of calamity can occur, except by the leave of Allah: and if any one believes in Allah, (Allah) guides his heart (aright): for Allah knows all things.",16,Medinan
64,5210,12,وأطيعوا الله وأطيعوا الرسول فإن توليتم فإنما على رسولنا البلاغ المبين,11,"So obey Allah, and obey His Messenger: but if ye turn back, the duty of Our Messenger is but to proclaim (the Message) clearly and openly.",11,Medinan
64,5211,13,الله لا إله إلا هو وعلى الله فليتوكل المؤمنون,9,"Allah! There is no god but He: and on Allah, therefore, let the Believers put their trust.",9,Medinan
64,5212,14,يا أيها الذين آمنوا إن من أزواجكم وأولادكم عدوا لكم فاحذروهم وإن تعفوا وتصفحوا وتغفروا فإن الله غفور رحيم,19,"O ye who believe! Truly, among your wives and your children are (some that are) enemies to yourselves: so beware of them! But if ye forgive and overlook, and cover up (their faults), verily Allah is Oft-Forgiving, Most Merciful.",19,Medinan
64,5213,15,إنما أموالكم وأولادكم فتنة والله عنده أجر عظيم,8,"Your riches and your children may be but a trial: but in the Presence of Allah, is the highest, Reward.",8,Medinan
64,5214,16,فاتقوا الله ما استطعتم واسمعوا وأطيعوا وأنفقوا خيرا لأنفسكم ومن يوق شح نفسه فأولئك هم المفلحون,16,"So fear Allah as much as ye can; listen and obey and spend in charity for the benefit of your own soul and those saved from the covetousness of their own souls,- they are the ones that achieve prosperity.",16,Medinan
64,5215,17,إن تقرضوا الله قرضا حسنا يضاعفه لكم ويغفر لكم والله شكور حليم,12,"If ye loan to Allah, a beautiful loan, He will double it to your (credit), and He will grant you Forgiveness: for Allah is most Ready to appreciate (service), Most Forbearing,-",12,Medinan
64,5216,18,عالم الغيب والشهادة العزيز الحكيم,5,"Knower of what is open, Exalted in Might, Full of Wisdom.",5,Medinan
65,5217,1,بسم الله الرحمن الرحيم يا أيها النبي إذا طلقتم النساء فطلقوهن لعدتهن وأحصوا العدة واتقوا الله ربكم لا تخرجوهن من بيوتهن ولا يخرجن إلا أن يأتين بفاحشة مبينة وتلك حدود الله ومن يتعد حدود الله فقد ظلم نفسه لا تدري لعل الله يحدث بعد ذلك أمرا,46,"O Prophet! When ye do divorce women, divorce them at their prescribed periods, and count (accurately), their prescribed periods: And fear Allah your Lord: and turn them not out of their houses, nor shall they (themselves) leave, except in case they are guilty of some open lewdness, those are limits set by Allah: and any who transgresses the limits of Allah, does verily wrong his (own) soul: thou knowest not if perchance Allah will bring about thereafter some new situation.",42,Medinan
65,5218,2,فإذا بلغن أجلهن فأمسكوهن بمعروف أو فارقوهن بمعروف وأشهدوا ذوي عدل منكم وأقيموا الشهادة لله ذلكم يوعظ به من كان يؤمن بالله واليوم الآخر ومن يتق الله يجعل له مخرجا,30,"Thus when they fulfil their term appointed, either take them back on equitable terms or part with them on equitable terms; and take for witness two persons from among you, endued with justice, and establish the evidence (as) before Allah. Such is the admonition given to him who believes in Allah and the Last Day. And for those who fear Allah, He (ever) prepares a way out,",30,Medinan
65,5219,3,ويرزقه من حيث لا يحتسب ومن يتوكل على الله فهو حسبه إن الله بالغ أمره قد جعل الله لكل شيء قدرا,21,"And He provides for him from (sources) he never could imagine. And if any one puts his trust in Allah, sufficient is (Allah) for him. For Allah will surely accomplish his purpose: verily, for all things has Allah appointed a due proportion.",21,Medinan
65,5220,4,واللائي يئسن من المحيض من نسائكم إن ارتبتم فعدتهن ثلاثة أشهر واللائي لم يحضن وأولات الأحمال أجلهن أن يضعن حملهن ومن يتق الله يجعل له من أمره يسرا,28,"Such of your women as have passed the age of monthly courses, for them the prescribed period, if ye have any doubts, is three months, and for those who have no courses (it is the same): for those who carry (life within their wombs), their period is until they deliver their burdens: and for those who fear Allah, He will make their path easy.",28,Medinan
65,5221,5,ذلك أمر الله أنزله إليكم ومن يتق الله يكفر عنه سيئاته ويعظم له أجرا,14,"That is the Command of Allah, which He has sent down to you: and if any one fears Allah, He will remove his ills, from him, and will enlarge his reward.",14,Medinan
65,5222,6,أسكنوهن من حيث سكنتم من وجدكم ولا تضاروهن لتضيقوا عليهن وإن كن أولات حمل فأنفقوا عليهن حتى يضعن حملهن فإن أرضعن لكم فآتوهن أجورهن وأتمروا بينكم بمعروف وإن تعاسرتم فسترضع له أخرى,32,"Let the women live (in 'iddat) in the same style as ye live, according to your means: Annoy them not, so as to restrict them. And if they carry (life in their wombs), then spend (your substance) on them until they deliver their burden: and if they suckle your (offspring), give them their recompense: and take mutual counsel together, according to what is just and reasonable. And if ye find yourselves in difficulties, let another woman suckle (the child) on the (father's) behalf.",32,Medinan
65,5223,7,لينفق ذو سعة من سعته ومن قدر عليه رزقه فلينفق مما آتاه الله لا يكلف الله نفسا إلا ما آتاها سيجعل الله بعد عسر يسرا,25,"Let the man of means spend according to his means: and the man whose resources are restricted, let him spend according to what Allah has given him. Allah puts no burden on any person beyond what He has given him. After a difficulty, Allah will soon grant relief.",25,Medinan
65,5224,8,وكأين من قرية عتت عن أمر ربها ورسله فحاسبناها حسابا شديدا وعذبناها عذابا نكرا,14,"How many populations that insolently opposed the Command of their Lord and of His messengers, did We not then call to account,- to severe account?- and We imposed on them an exemplary Punishment.",14,Medinan
65,5225,9,فذاقت وبال أمرها وكان عاقبة أمرها خسرا,7,"Then did they taste the evil result of their conduct, and the End of their conduct was Perdition.",7,Medinan
65,5226,10,أعد الله لهم عذابا شديدا فاتقوا الله يا أولي الألباب الذين آمنوا قد أنزل الله إليكم ذكرا,17,"Allah has prepared for them a severe Punishment (in the Hereafter). Therefore fear Allah, O ye men of understanding - who have believed!- for Allah hath indeed sent down to you a Message,-",17,Medinan
65,5227,11,رسولا يتلو عليكم آيات الله مبينات ليخرج الذين آمنوا وعملوا الصالحات من الظلمات إلى النور ومن يؤمن بالله ويعمل صالحا يدخله جنات تجري من تحتها الأنهار خالدين فيها أبدا قد أحسن الله له رزقا,34,"An Messenger, who rehearses to you the Signs of Allah containing clear explanations, that he may lead forth those who believe and do righteous deeds from the depths of Darkness into Light. And those who believe in Allah and work righteousness, He will admit to Gardens beneath which Rivers flow, to dwell therein for ever: Allah has indeed granted for them a most excellent Provision.",34,Medinan
65,5228,12,الله الذي خلق سبع سماوات ومن الأرض مثلهن يتنزل الأمر بينهن لتعلموا أن الله على كل شيء قدير وأن الله قد أحاط بكل شيء علما,25,"Allah is He Who created seven Firmaments and of the earth a similar number. Through the midst of them (all) descends His Command: that ye may know that Allah has power over all things, and that Allah comprehends, all things in (His) Knowledge.",25,Medinan
66,5229,1,بسم الله الرحمن الرحيم يا أيها النبي لم تحرم ما أحل الله لك تبتغي مرضات أزواجك والله غفور رحيم,19,"O Prophet! Why holdest thou to be forbidden that which Allah has made lawful to thee? Thou seekest to please thy consorts. But Allah is Oft-Forgiving, Most Merciful.",15,Medinan
66,5230,2,قد فرض الله لكم تحلة أيمانكم والله مولاكم وهو العليم الحكيم,11,"Allah has already ordained for you, (O men), the dissolution of your oaths (in some cases): and Allah is your Protector, and He is Full of Knowledge and Wisdom.",11,Medinan
66,5231,3,وإذ أسر النبي إلى بعض أزواجه حديثا فلما نبأت به وأظهره الله عليه عرف بعضه وأعرض عن بعض فلما نبأها به قالت من أنبأك هذا قال نبأني العليم الخبير,29,"When the Prophet disclosed a matter in confidence to one of his consorts, and she then divulged it (to another), and Allah made it known to him, he confirmed part thereof and repudiated a part. Then when he told her thereof, she said, ""Who told thee this? ""He said, ""He told me Who knows and is well-acquainted (with all things).""",29,Medinan
66,5232,4,إن تتوبا إلى الله فقد صغت قلوبكما وإن تظاهرا عليه فإن الله هو مولاه وجبريل وصالح المؤمنين والملائكة بعد ذلك ظهير,21,"If ye two turn in repentance to Him, your hearts are indeed so inclined; But if ye back up each other against him, truly Allah is his Protector, and Gabriel, and (every) righteous one among those who believe,- and furthermore, the angels - will back (him) up.",21,Medinan
66,5233,5,عسى ربه إن طلقكن أن يبدله أزواجا خيرا منكن مسلمات مؤمنات قانتات تائبات عابدات سائحات ثيبات وأبكارا,17,"It may be, if he divorced you (all), that Allah will give him in exchange consorts better than you,- who submit (their wills), who believe, who are devout, who turn to Allah in repentance, who worship (in humility), who travel (for Faith) and fast,- previously married or virgins.",17,Medinan
66,5234,6,يا أيها الذين آمنوا قوا أنفسكم وأهليكم نارا وقودها الناس والحجارة عليها ملائكة غلاظ شداد لا يعصون الله ما أمرهم ويفعلون ما يؤمرون,23,"O ye who believe! save yourselves and your families from a Fire whose fuel is Men and Stones, over which are (appointed) angels stern (and) severe, who flinch not (from executing) the Commands they receive from Allah, but do (precisely) what they are commanded.",23,Medinan
66,5235,7,يا أيها الذين كفروا لا تعتذروا اليوم إنما تجزون ما كنتم تعملون,12,"(They will say), ""O ye Unbelievers! Make no excuses this Day! Ye are being but requited for all that ye did!""",12,Medinan
66,5236,8,يا أيها الذين آمنوا توبوا إلى الله توبة نصوحا عسى ربكم أن يكفر عنكم سيئاتكم ويدخلكم جنات تجري من تحتها الأنهار يوم لا يخزي الله النبي والذين آمنوا معه نورهم يسعى بين أيديهم وبأيمانهم يقولون ربنا أتمم لنا نورنا واغفر لنا إنك على كل شيء قدير,46,"O ye who believe! Turn to Allah with sincere repentance: In the hope that your Lord will remove from you your ills and admit you to Gardens beneath which Rivers flow,- the Day that Allah will not permit to be humiliated the Prophet and those who believe with him. Their Light will run forward before them and by their right hands, while they say, ""Our Lord! Perfect our Light for us, and grant us Forgiveness: for Thou hast power over all things.""",46,Medinan
66,5237,9,يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير,12,"O Prophet! Strive hard against the Unbelievers and the Hypocrites, and be firm against them. Their abode is Hell,- an evil refuge (indeed).",12,Medinan
66,5238,10,ضرب الله مثلا للذين كفروا امرأت نوح وامرأت لوط كانتا تحت عبدين من عبادنا صالحين فخانتاهما فلم يغنيا عنهما من الله شيئا وقيل ادخلا النار مع الداخلين,27,"Allah sets forth, for an example to the Unbelievers, the wife of Noah and the wife of Lut: they were (respectively) under two of our righteous servants, but they were false to their (husbands), and they profited nothing before Allah on their account, but were told: ""Enter ye the Fire along with (others) that enter!""",27,Medinan
66,5239,11,وضرب الله مثلا للذين آمنوا امرأت فرعون إذ قالت رب ابن لي عندك بيتا في الجنة ونجني من فرعون وعمله ونجني من القوم الظالمين,24,"And Allah sets forth, as an example to those who believe the wife of Pharaoh: Behold she said: ""O my Lord! Build for me, in nearness to Thee, a mansion in the Garden, and save me from Pharaoh and his doings, and save me from those that do wrong"";",24,Medinan
66,5240,12,ومريم ابنت عمران التي أحصنت فرجها فنفخنا فيه من روحنا وصدقت بكلمات ربها وكتبه وكانت من القانتين,17,"And Mary the daughter of 'Imran, who guarded her chastity; and We breathed into (her body) of Our spirit; and she testified to the truth of the words of her Lord and of His Revelations, and was one of the devout (servants).",17,Medinan
67,5241,1,بسم الله الرحمن الرحيم تبارك الذي بيده الملك وهو على كل شيء قدير,13,Blessed be He in Whose hands is Dominion; and He over all things hath Power;-,9,Meccan
67,5242,2,الذي خلق الموت والحياة ليبلوكم أيكم أحسن عملا وهو العزيز الغفور,11,"He Who created Death and Life, that He may try which of you is best in deed: and He is the Exalted in Might, Oft-Forgiving;-",11,Meccan
67,5243,3,الذي خلق سبع سماوات طباقا ما ترى في خلق الرحمن من تفاوت فارجع البصر هل ترى من فطور,18,He Who created the seven heavens one above another: No want of proportion wilt thou see in the Creation of (Allah) Most Gracious. So turn thy vision again: seest thou any flaw?,18,Meccan
67,5244,4,ثم ارجع البصر كرتين ينقلب إليك البصر خاسئا وهو حسير,10,"Again turn thy vision a second time: (thy) vision will come back to thee dull and discomfited, in a state worn out.",10,Meccan
67,5245,5,ولقد زينا السماء الدنيا بمصابيح وجعلناها رجوما للشياطين وأعتدنا لهم عذاب السعير,12,"And we have, (from of old), adorned the lowest heaven with Lamps, and We have made such (Lamps) (as) missiles to drive away the Evil Ones, and have prepared for them the Penalty of the Blazing Fire.",12,Meccan
67,5246,6,وللذين كفروا بربهم عذاب جهنم وبئس المصير,7,"For those who reject their Lord (and Cherisher) is the Penalty of Hell: and evil is (such), Destination.",7,Meccan
67,5247,7,إذا ألقوا فيها سمعوا لها شهيقا وهي تفور,8,"When they are cast therein, they will hear the (terrible) drawing in of its breath even as it blazes forth,",8,Meccan
67,5248,8,تكاد تميز من الغيظ كلما ألقي فيها فوج سألهم خزنتها ألم يأتكم نذير,13,"Almost bursting with fury: Every time a Group is cast therein, its Keepers will ask, ""Did no Warner come to you?""",13,Meccan
67,5249,9,قالوا بلى قد جاءنا نذير فكذبنا وقلنا ما نزل الله من شيء إن أنتم إلا في ضلال كبير,18,"They will say: ""Yes indeed; a Warner did come to us, but we rejected him and said, 'Allah never sent down any (Message): ye are nothing but an egregious delusion!'""",18,Meccan
67,5250,10,وقالوا لو كنا نسمع أو نعقل ما كنا في أصحاب السعير,11,"They will further say: ""Had we but listened or used our intelligence, we should not (now) be among the Companions of the Blazing Fire!""",11,Meccan
67,5251,11,فاعترفوا بذنبهم فسحقا لأصحاب السعير,5,They will then confess their sins: but far will be (Forgiveness) from the Companions of the Blazing Fire!,5,Meccan
67,5252,12,إن الذين يخشون ربهم بالغيب لهم مغفرة وأجر كبير,9,"As for those who fear their Lord unseen, for them is Forgiveness and a great Reward.",9,Meccan
67,5253,13,وأسروا قولكم أو اجهروا به إنه عليم بذات الصدور,9,"And whether ye hide your word or publish it, He certainly has (full) knowledge, of the secrets of (all) hearts.",9,Meccan
67,5254,14,ألا يعلم من خلق وهو اللطيف الخبير,7,"Should He not know,- He that created? and He is the One that understands the finest mysteries (and) is well-acquainted (with them).",7,Meccan
67,5255,15,هو الذي جعل لكم الأرض ذلولا فامشوا في مناكبها وكلوا من رزقه وإليه النشور,14,"It is He Who has made the earth manageable for you, so traverse ye through its tracts and enjoy of the Sustenance which He furnishes: but unto Him is the Resurrection.",14,Meccan
67,5256,16,أأمنتم من في السماء أن يخسف بكم الأرض فإذا هي تمور,11,Do ye feel secure that He Who is in heaven will not cause you to be swallowed up by the earth when it shakes (as in an earthquake)?,11,Meccan
67,5257,17,أم أمنتم من في السماء أن يرسل عليكم حاصبا فستعلمون كيف نذير,12,"Or do ye feel secure that He Who is in Heaven will not send against you a violent tornado (with showers of stones), so that ye shall know how (terrible) was My warning?",12,Meccan
67,5258,18,ولقد كذب الذين من قبلهم فكيف كان نكير,8,But indeed men before them rejected (My warning): then how (terrible) was My rejection (of them)?,8,Meccan
67,5259,19,أولم يروا إلى الطير فوقهم صافات ويقبضن ما يمسكهن إلا الرحمن إنه بكل شيء بصير,15,"Do they not observe the birds above them, spreading their wings and folding them in? None can uphold them except (Allah) Most Gracious: Truly (Allah) Most Gracious: Truly it is He that watches over all things.",15,Meccan
67,5260,20,أمن هذا الذي هو جند لكم ينصركم من دون الرحمن إن الكافرون إلا في غرور,15,"Nay, who is there that can help you, (even as) an army, besides (Allah) Most Merciful? In nothing but delusion are the Unbelievers.",15,Meccan
67,5261,21,أمن هذا الذي يرزقكم إن أمسك رزقه بل لجوا في عتو ونفور,12,"Or who is there that can provide you with Sustenance if He were to withhold His provision? Nay, they obstinately persist in insolent impiety and flight (from the Truth).",12,Meccan
67,5262,22,أفمن يمشي مكبا على وجهه أهدى أمن يمشي سويا على صراط مستقيم,12,"Is then one who walks headlong, with his face grovelling, better guided,- or one who walks evenly on a Straight Way?",12,Meccan
67,5263,23,قل هو الذي أنشأكم وجعل لكم السمع والأبصار والأفئدة قليلا ما تشكرون,12,"Say: ""It is He Who has created you (and made you grow), and made for you the faculties of hearing, seeing, feeling and understanding: little thanks it is ye give.",12,Meccan
67,5264,24,قل هو الذي ذرأكم في الأرض وإليه تحشرون,8,"Say: ""It is He Who has multiplied you through the earth, and to Him shall ye be gathered together.""",8,Meccan
67,5265,25,ويقولون متى هذا الوعد إن كنتم صادقين,7,They ask: When will this promise be (fulfilled)? - If ye are telling the truth.,7,Meccan
67,5266,26,قل إنما العلم عند الله وإنما أنا نذير مبين,9,"Say: ""As to the knowledge of the time, it is with Allah alone: I am (sent) only to warn plainly in public.""",9,Meccan
67,5267,27,فلما رأوه زلفة سيئت وجوه الذين كفروا وقيل هذا الذي كنتم به تدعون,13,"At length, when they see it close at hand, grieved will be the faces of the Unbelievers, and it will be said (to them): ""This is (the promise fulfilled), which ye were calling for!""",13,Meccan
67,5268,28,قل أرأيتم إن أهلكني الله ومن معي أو رحمنا فمن يجير الكافرين من عذاب أليم,15,"Say: ""See ye?- If Allah were to destroy me, and those with me, or if He bestows His Mercy on us,- yet who can deliver the Unbelievers from a grievous Penalty?""",15,Meccan
67,5269,29,قل هو الرحمن آمنا به وعليه توكلنا فستعلمون من هو في ضلال مبين,13,"Say: ""He is (Allah) Most Gracious: We have believed in Him, and on Him have we put our trust: So, soon will ye know which (of us) it is that is in manifest error.""",13,Meccan
67,5270,30,قل أرأيتم إن أصبح ماؤكم غورا فمن يأتيكم بماء معين,10,"Say: ""See ye?- If your stream be some morning lost (in the underground earth), who then can supply you with clear-flowing water?""",10,Meccan
68,5271,1,بسم الله الرحمن الرحيم ن والقلم وما يسطرون,8,"Nun. By the Pen and the (Record) which (men) write,-",4,Meccan
68,5272,2,ما أنت بنعمة ربك بمجنون,5,"Thou art not, by the Grace of thy Lord, mad or possessed.",5,Meccan
68,5273,3,وإن لك لأجرا غير ممنون,5,"Nay, verily for thee is a Reward unfailing:",5,Meccan
68,5274,4,وإنك لعلى خلق عظيم,4,And thou (standest) on an exalted standard of character.,4,Meccan
68,5275,5,فستبصر ويبصرون,2,"Soon wilt thou see, and they will see,",2,Meccan
68,5276,6,بأييكم المفتون,2,Which of you is afflicted with madness.,2,Meccan
68,5277,7,إن ربك هو أعلم بمن ضل عن سبيله وهو أعلم بالمهتدين,11,"Verily it is thy Lord that knoweth best, which (among men) hath strayed from His Path: and He knoweth best those who receive (true) Guidance.",11,Meccan
68,5278,8,فلا تطع المكذبين,3,So hearken not to those who deny (the Truth).,3,Meccan
68,5279,9,ودوا لو تدهن فيدهنون,4,Their desire is that thou shouldst be pliant: so would they be pliant.,4,Meccan
68,5280,10,ولا تطع كل حلاف مهين,5,"Heed not the type of despicable men,- ready with oaths,",5,Meccan
68,5281,11,هماز مشاء بنميم,3,"A slanderer, going about with calumnies,",3,Meccan
68,5282,12,مناع للخير معتد أثيم,4,"(Habitually) hindering (all) good, transgressing beyond bounds, deep in sin,",4,Meccan
68,5283,13,عتل بعد ذلك زنيم,4,"Violent (and cruel),- with all that, base-born,-",4,Meccan
68,5284,14,أن كان ذا مال وبنين,5,Because he possesses wealth and (numerous) sons.,5,Meccan
68,5285,15,إذا تتلى عليه آياتنا قال أساطير الأولين,7,"When to him are rehearsed Our Signs, ""Tales of the ancients"", he cries!",7,Meccan
68,5286,16,سنسمه على الخرطوم,3,Soon shall We brand (the beast) on the snout!,3,Meccan
68,5287,17,إنا بلوناهم كما بلونا أصحاب الجنة إذ أقسموا ليصرمنها مصبحين,10,"Verily We have tried them as We tried the People of the Garden, when they resolved to gather the fruits of the (garden) in the morning.",10,Meccan
68,5288,18,ولا يستثنون,2,"But made no reservation, (""If it be Allah's Will"").",2,Meccan
68,5289,19,فطاف عليها طائف من ربك وهم نائمون,7,"Then there came on the (garden) a visitation from thy Lord, (which swept away) all around, while they were asleep.",7,Meccan
68,5290,20,فأصبحت كالصريم,2,"So the (garden) became, by the morning, like a dark and desolate spot, (whose fruit had been gathered).",2,Meccan
68,5291,21,فتنادوا مصبحين,2,"As the morning broke, they called out, one to another,-",2,Meccan
68,5292,22,أن اغدوا على حرثكم إن كنتم صارمين,7,"""Go ye to your tilth (betimes) in the morning, if ye would gather the fruits.""",7,Meccan
